Date,Open,High,Low,Close,Volume,Adj Close
1999-03-17,179.50,180.00,178.00,178.06,6915400,72.53
1999-03-16,182.00,183.50,180.19,181.00,6606000,73.73
1999-03-15,179.19,182.31,177.12,182.00,7902800,74.13
1999-03-12,182.69,183.44,178.00,178.00,9683200,72.50
1999-03-11,182.38,185.94,181.50,182.88,8591200,74.49
1999-03-10,181.62,182.88,180.25,181.50,7009800,73.93
1999-03-09,179.88,184.88,178.56,182.19,10019000,74.21
1999-03-08,178.62,180.00,177.06,178.88,7559800,72.86
1999-03-05,173.88,178.94,173.75,178.38,11606200,72.66
1999-03-04,173.50,177.00,170.12,171.00,21501000,69.65
1999-03-03,168.50,168.94,165.06,166.75,7743000,67.92
1999-03-02,170.50,170.94,166.88,167.75,8743600,68.33
1999-03-01,169.50,169.50,165.12,168.38,9590800,68.58
1999-02-26,171.00,171.88,166.50,169.75,14798000,69.14
1999-02-25,172.00,173.94,169.31,173.62,10469600,70.72
1999-02-24,177.25,179.69,173.12,173.75,8637400,70.77
1999-02-23,178.00,180.00,175.75,176.94,9109200,72.07
1999-02-22,172.25,177.94,171.06,177.94,9200200,72.48
1999-02-19,174.38,174.75,171.00,171.62,7393200,69.91
1999-02-18,172.00,174.50,170.19,174.25,8687800,70.98
1999-02-17,170.50,174.31,168.81,170.50,8977000,69.45
1999-02-16,175.00,178.25,171.94,172.50,9019800,70.26
1999-02-12,176.25,176.25,171.19,172.75,11666200,70.37
1999-02-11,170.25,178.81,168.12,178.50,12564800,72.71
1999-02-10,162.50,168.88,162.50,168.88,10853400,68.79
1999-02-09,167.00,169.50,161.75,162.75,10811200,66.29
1999-02-08,167.00,168.88,163.12,167.00,11986600,68.02
1999-02-05,170.44,171.00,164.56,166.00,16957600,67.53
1999-02-04,175.19,176.50,169.25,169.56,11615200,68.98
1999-02-03,175.88,177.00,173.06,175.25,11196600,71.29
1999-02-02,179.56,180.69,175.00,176.75,11727200,71.90
1999-02-01,184.50,184.50,179.50,179.75,7407200,73.12
1999-01-29,178.69,183.94,178.50,183.25,10115800,74.54
1999-01-28,179.50,181.31,177.56,178.69,11941200,72.69
1999-01-27,186.81,186.81,177.81,178.31,17833200,72.53
1999-01-26,183.75,186.50,181.88,185.62,19097000,75.51
1999-01-25,182.25,182.62,173.50,182.00,23375400,74.03
1999-01-22,184.00,185.50,177.62,179.75,38085000,73.12
1999-01-21,197.62,198.25,192.06,197.00,20404600,80.14
1999-01-20,195.00,199.25,192.62,194.50,12634600,79.12
1999-01-19,187.75,192.50,185.50,192.25,8398600,78.20
1999-01-15,182.25,185.50,181.25,184.94,6789600,75.23
1999-01-14,183.62,184.94,178.88,180.62,9000000,73.48
1999-01-13,183.00,187.44,179.50,185.50,9905400,75.46
1999-01-12,190.00,190.00,184.00,185.06,6763600,75.28
1999-01-11,189.00,189.44,187.00,189.25,7261600,76.98
1999-01-08,191.00,192.00,185.62,187.56,9176800,76.30
1999-01-07,187.94,192.38,187.00,190.19,8306800,77.37
1999-01-06,190.31,192.75,188.50,188.75,9539600,76.78
1999-01-05,183.00,189.88,182.81,189.62,9907600,77.14
1999-01-04,185.00,186.50,181.50,183.00,8149600,74.44
1998-12-31,186.75,187.19,183.50,184.38,3864800,75.00
1998-12-30,186.88,188.62,186.31,186.75,4813200,75.97
1998-12-29,188.62,188.94,187.00,187.12,3762200,76.12
1998-12-28,186.50,189.94,186.00,189.25,5269200,76.98
1998-12-24,184.75,187.94,184.06,187.94,3049800,76.45
1998-12-23,182.69,185.38,181.12,185.00,7070000,75.25
1998-12-22,177.50,183.00,175.25,182.25,8704600,74.14
1998-12-21,171.56,178.94,171.56,176.38,7478600,71.75
1998-12-18,166.62,172.19,166.62,171.56,9816800,69.79
1998-12-17,165.44,169.62,165.06,166.06,8763200,67.55
1998-12-16,166.88,166.88,164.31,164.38,5652800,66.86
1998-12-15,163.50,165.81,162.50,165.00,7771600,67.12
1998-12-14,166.50,167.00,162.75,162.88,7547400,66.25
1998-12-11,164.00,168.44,163.25,168.00,6984200,68.34
1998-12-10,169.31,170.00,163.75,165.00,7374600,67.12
1998-12-09,168.06,169.94,167.38,169.44,4680600,68.92
1998-12-08,168.19,169.88,165.06,168.19,7429200,68.42
1998-12-07,164.44,168.19,164.25,167.19,5303800,68.01
1998-12-04,164.62,165.38,162.25,164.25,6800200,66.81
1998-12-03,168.25,169.38,163.00,163.50,6459400,66.51
1998-12-02,168.94,169.25,164.75,167.44,6153600,68.11
1998-12-01,163.50,170.00,163.50,169.88,7276600,69.10
1998-11-30,169.75,170.56,164.88,165.12,5533400,67.17
1998-11-27,166.62,170.19,166.62,170.00,2674000,69.15
1998-11-25,165.12,166.94,164.38,166.75,3937400,67.83
1998-11-24,165.50,167.19,165.00,165.25,6641800,67.22
1998-11-23,161.00,167.00,160.56,166.56,7754000,67.75
1998-11-20,158.88,160.12,158.50,160.12,6387800,65.14
1998-11-19,159.50,159.88,158.12,158.56,6328800,64.50
1998-11-18,158.06,159.62,157.62,159.00,5845600,64.68
1998-11-17,159.38,161.38,158.00,158.00,8733400,64.27
1998-11-16,158.62,159.69,158.06,159.38,6842000,64.83
1998-11-13,157.00,157.50,155.75,157.44,5995200,64.04
1998-11-12,156.69,159.88,156.62,157.88,8667800,64.22
1998-11-11,157.00,158.88,156.50,157.12,10218200,63.92
1998-11-10,150.88,156.75,150.69,156.00,8743000,63.46
1998-11-09,150.75,152.19,149.94,151.38,7577400,61.58
1998-11-06,148.88,150.94,147.50,149.94,7138000,60.99
1998-11-05,147.69,149.56,146.81,149.00,6586000,60.52
1998-11-04,148.88,149.75,145.75,147.88,8192600,60.06
1998-11-03,148.50,149.94,147.19,147.38,6913000,59.86
1998-11-02,148.44,149.69,147.31,148.38,6965400,60.27
1998-10-30,149.50,149.81,147.50,148.50,7846200,60.32
1998-10-29,148.00,149.50,147.00,148.75,10156000,60.42
1998-10-28,144.62,146.88,143.81,146.19,7269800,59.38
1998-10-27,145.00,146.81,143.06,144.38,11417200,58.64
1998-10-26,141.31,144.44,140.06,143.06,7354600,58.11
1998-10-23,141.50,143.44,141.19,141.56,6291000,57.50
1998-10-22,140.00,143.50,139.62,141.81,9495800,57.60
1998-10-21,140.12,143.69,139.00,142.69,17015800,57.96
1998-10-20,140.62,142.44,136.50,137.88,11327000,56.00
1998-10-19,135.00,139.81,135.00,139.38,8809400,56.61
1998-10-16,137.00,137.50,134.81,135.94,10338200,55.22
1998-10-15,130.00,138.75,129.75,136.50,13065400,55.44
1998-10-14,127.75,132.00,127.19,130.50,9591800,53.01
1998-10-13,130.50,130.50,126.56,128.19,9393600,52.07
1998-10-12,130.12,132.88,129.56,130.88,10805000,53.16
1998-10-09,124.44,127.94,122.50,127.31,11683200,51.71
1998-10-08,120.75,123.50,116.81,123.50,18312600,50.16
1998-10-07,119.50,122.88,118.12,120.75,13164800,49.05
1998-10-06,124.00,124.00,118.75,119.25,14367400,48.44
1998-10-05,123.75,123.75,117.31,120.25,13442000,48.84
1998-10-02,124.12,125.25,118.94,124.81,14605200,50.70
1998-10-01,125.06,126.44,123.38,125.38,12537400,50.93
1998-09-30,130.75,131.50,127.62,128.50,8299400,52.19
1998-09-29,133.75,134.12,130.00,131.44,7089800,53.39
1998-09-28,134.50,136.19,132.19,133.62,7640800,54.28
1998-09-25,130.00,133.69,129.81,133.50,7306200,54.23
1998-09-24,131.56,134.94,130.25,130.56,8400400,53.03
1998-09-23,128.75,133.00,128.50,132.06,8660800,53.64
1998-09-22,129.38,130.62,127.69,127.75,8591200,51.89
1998-09-21,120.12,128.62,120.00,128.19,8713200,52.07
1998-09-18,126.75,127.25,124.25,124.69,9212400,50.65
1998-09-17,127.50,128.25,126.19,126.75,8840400,51.48
1998-09-16,130.00,130.94,128.19,130.50,6638800,53.01
1998-09-15,129.00,130.69,128.50,130.00,6493600,52.80
1998-09-14,128.00,129.94,127.62,129.12,9114200,52.45
1998-09-11,121.38,126.56,120.62,126.56,9930200,51.41
1998-09-10,122.12,122.50,118.19,122.50,11159600,49.76
1998-09-09,125.75,127.44,123.38,123.50,9989400,50.16
1998-09-08,124.94,125.94,122.19,125.94,9285000,51.15
1998-09-04,122.50,122.88,115.31,119.38,8245800,48.49
1998-09-03,118.75,122.69,118.06,121.75,9646200,49.45
1998-09-02,121.00,123.75,119.88,120.50,11255600,48.94
1998-09-01,113.00,118.94,110.75,117.94,16799400,47.90
1998-08-31,123.00,123.38,112.62,112.62,14972600,45.75
1998-08-28,125.25,125.81,120.81,122.56,11605200,49.78
1998-08-27,128.75,128.75,124.81,125.25,14693800,50.87
1998-08-26,127.25,131.75,127.00,130.88,8823400,53.16
1998-08-25,129.12,130.88,127.62,128.44,5264400,52.17
1998-08-24,128.00,128.69,127.31,128.56,5770800,52.22
1998-08-21,127.50,128.00,124.50,127.88,8440800,51.94
1998-08-20,129.50,130.06,127.50,128.06,6080600,52.02
1998-08-19,129.50,131.00,129.06,129.94,7142200,52.78
1998-08-18,127.00,129.50,127.00,128.88,7583800,52.35
1998-08-17,125.12,126.00,124.25,125.12,6355000,50.82
1998-08-14,126.62,127.38,124.00,125.38,6295800,50.93
1998-08-13,127.56,128.38,126.00,126.19,6053600,51.26
1998-08-12,128.75,129.56,127.56,128.00,7364600,51.99
1998-08-11,126.12,128.50,125.31,128.50,10229400,52.19
1998-08-10,128.88,130.12,128.75,129.88,6055400,52.75
1998-08-07,131.75,134.25,129.12,129.12,11530600,52.45
1998-08-06,127.81,130.94,127.38,129.75,8202600,52.70
1998-08-05,127.00,129.25,124.00,128.75,13107200,52.21
1998-08-04,134.00,134.25,126.81,126.81,13377800,51.42
1998-08-03,134.00,134.88,132.31,132.75,8355800,53.83
1998-07-31,133.25,138.12,132.25,132.50,13188000,53.73
1998-07-30,128.62,133.75,128.44,133.38,10953400,54.08
1998-07-29,127.94,128.44,127.06,127.88,8039600,51.85
1998-07-28,126.25,126.94,124.19,125.44,8490600,50.86
1998-07-27,123.75,125.75,122.25,125.50,7345400,50.89
1998-07-24,125.88,125.94,122.50,124.25,5749200,50.38
1998-07-23,127.19,129.00,123.69,123.88,8306200,50.23
1998-07-22,126.00,128.44,124.50,127.44,12101800,51.67
1998-07-21,128.25,131.00,127.75,128.12,24617200,51.95
1998-07-20,121.00,123.00,120.31,122.00,8978400,49.47
1998-07-17,118.56,120.38,118.50,120.19,6336800,48.73
1998-07-16,117.12,118.94,116.00,118.38,4360200,48.00
1998-07-15,119.25,120.00,117.00,117.00,5115600,47.44
1998-07-14,119.75,120.62,119.00,119.62,4537200,48.51
1998-07-13,118.50,120.00,118.25,119.38,4679600,48.41
1998-07-10,118.25,119.25,117.38,118.50,6140200,48.05
1998-07-09,114.75,118.50,114.62,117.06,6379000,47.47
1998-07-08,113.75,115.56,113.62,115.00,4516400,46.63
1998-07-07,113.62,114.50,112.75,113.88,4549800,46.17
1998-07-06,115.00,115.06,113.31,113.69,6398400,46.10
1998-07-02,116.56,116.62,114.50,115.19,6439600,46.71
1998-07-01,116.00,116.94,115.50,116.75,6332800,47.34
1998-06-30,114.12,116.31,113.50,114.81,8712000,46.56
1998-06-29,114.12,114.81,113.56,114.12,4369200,46.28
1998-06-26,112.38,113.44,112.31,113.00,3272800,45.82
1998-06-25,112.50,114.69,112.00,112.44,6375600,45.59
1998-06-24,111.88,112.12,110.06,112.00,6060000,45.41
1998-06-23,110.00,112.31,109.94,111.75,8078400,45.31
1998-06-22,106.25,109.50,106.19,108.12,8553800,43.84
1998-06-19,108.75,109.25,106.00,106.12,9768000,43.03
1998-06-18,109.00,109.12,107.62,108.81,8481400,44.12
1998-06-17,111.00,112.19,110.06,111.00,11245200,45.01
1998-06-16,111.88,111.88,107.12,110.00,17628200,44.60
1998-06-15,114.62,115.44,112.12,112.25,8407400,45.52
1998-06-12,115.88,116.81,114.00,116.25,8041400,47.14
1998-06-11,117.50,118.06,115.75,116.00,5357200,47.04
1998-06-10,118.75,119.62,116.88,117.25,6562200,47.54
1998-06-09,119.00,119.56,117.81,119.25,3742200,48.35
1998-06-08,118.75,120.00,118.38,118.81,3750000,48.18
1998-06-05,116.75,119.00,116.56,118.88,8245400,48.20
1998-06-04,114.25,116.19,114.25,116.06,6066600,47.06
1998-06-03,116.00,116.62,113.88,113.88,5881800,46.17
1998-06-02,117.19,117.69,114.81,115.56,7782600,46.86
1998-06-01,117.38,118.31,114.62,117.19,7307400,47.52
1998-05-29,120.56,120.94,117.38,117.50,5710800,47.64
1998-05-28,120.25,121.62,119.81,120.06,5944400,48.68
1998-05-27,119.31,121.50,118.56,120.25,10038400,48.76
1998-05-26,122.38,123.00,120.81,121.00,6951400,49.06
1998-05-22,123.62,123.62,121.12,121.94,3997000,49.44
1998-05-21,123.50,124.19,121.94,123.62,5835400,50.13
1998-05-20,125.25,125.81,122.56,123.50,6028200,50.08
1998-05-19,125.62,127.00,124.75,125.00,7796000,50.69
1998-05-18,124.75,125.75,123.44,124.62,7051000,50.53
1998-05-15,125.62,127.75,124.12,124.94,11197800,50.66
1998-05-14,123.38,129.31,122.88,125.81,21057200,51.02
1998-05-13,120.25,122.25,120.12,121.88,7926600,49.42
1998-05-12,118.25,120.00,117.31,119.62,7547600,48.51
1998-05-11,120.19,122.75,118.31,119.31,9542800,48.38
1998-05-08,116.94,120.00,116.88,120.00,7766800,48.66
1998-05-07,117.50,117.75,116.12,117.12,5308800,47.49
1998-05-06,118.00,118.94,117.25,117.25,6365000,47.54
1998-05-05,116.69,118.25,116.69,117.81,5393200,47.68
1998-05-04,117.12,118.88,116.62,116.62,5313000,47.20
1998-05-01,115.94,117.38,115.50,116.88,4953000,47.30
1998-04-30,116.06,117.44,115.50,115.88,7115000,46.90
1998-04-29,115.69,116.88,114.62,115.56,6807800,46.77
1998-04-28,116.12,118.50,115.31,115.69,10374200,46.82
1998-04-27,116.25,116.62,114.38,115.31,8595000,46.67
1998-04-24,116.75,117.94,116.25,117.38,7912400,47.51
1998-04-23,114.50,117.62,114.12,117.50,9557600,47.56
1998-04-22,118.00,120.00,114.62,114.75,13093600,46.44
1998-04-21,114.00,118.50,113.62,118.00,24603200,47.76
1998-04-20,107.94,111.25,107.19,111.19,9848600,45.00
1998-04-17,107.44,107.94,106.50,107.75,6308000,43.61
1998-04-16,109.38,110.00,107.62,107.81,6761200,43.64
1998-04-15,107.00,109.81,106.50,109.75,9104200,44.42
1998-04-14,105.00,106.25,104.62,106.25,4771000,43.00
1998-04-13,106.56,107.81,104.19,104.19,8170000,42.17
1998-04-09,105.62,106.50,105.31,106.38,6060000,43.05
1998-04-08,104.75,105.62,103.75,104.50,5387200,42.29
1998-04-07,105.75,105.81,103.56,104.69,5446400,42.37
1998-04-06,106.25,106.50,105.00,106.00,7358600,42.90
1998-04-03,105.62,106.38,103.94,104.69,6212400,42.37
1998-04-02,104.31,106.69,104.00,105.81,7202600,42.83
1998-04-01,103.88,104.88,103.31,104.44,5279600,42.27
1998-03-31,104.00,104.94,103.38,103.88,5077000,42.04
1998-03-30,104.12,104.88,102.50,103.25,3827400,41.79
1998-03-27,105.25,105.50,103.88,104.38,5661400,42.24
1998-03-26,105.88,106.62,105.00,105.06,5713400,42.52
1998-03-25,105.00,106.69,104.88,106.00,13490400,42.90
1998-03-24,102.25,103.69,102.12,103.50,4807400,41.89
1998-03-23,101.56,103.38,101.38,101.38,6193600,41.03
1998-03-20,103.00,103.25,101.44,102.06,8215600,41.31
1998-03-19,101.69,103.00,101.44,102.88,5170000,41.64
1998-03-18,100.62,102.31,100.56,101.56,7189400,41.11
1998-03-17,101.31,101.81,99.56,100.88,7170200,40.83
1998-03-16,99.69,101.38,99.25,101.25,6842400,40.98
1998-03-13,100.88,101.12,99.00,99.62,5850600,40.32
1998-03-12,99.19,100.62,98.19,100.25,5903400,40.57
1998-03-11,97.88,99.88,97.44,99.12,6806800,40.12
1998-03-10,97.38,98.19,96.69,97.50,8334200,39.46
1998-03-09,97.12,98.25,95.88,96.12,12928400,38.90
1998-03-06,99.12,99.81,98.12,98.12,10410200,39.71
1998-03-05,100.19,100.38,98.31,98.94,10724000,40.04
1998-03-04,102.00,103.31,99.00,99.00,6014000,40.07
1998-03-03,100.00,102.50,99.81,102.12,7940400,41.33
1998-03-02,104.19,104.56,100.00,101.94,6980400,41.26
1998-02-27,104.81,105.62,103.88,104.44,5890400,42.27
1998-02-26,104.75,105.88,104.31,105.50,6429600,42.70
1998-02-25,102.56,105.25,102.50,105.25,7696200,42.60
1998-02-24,102.62,102.88,101.75,102.50,5144800,41.48
1998-02-23,103.44,103.94,102.81,102.88,5252000,41.64
1998-02-20,103.00,103.44,101.56,102.62,7501600,41.54
1998-02-19,103.00,104.62,102.75,102.75,8553400,41.59
1998-02-18,102.00,103.62,101.31,102.75,6504600,41.59
1998-02-17,103.06,103.69,101.50,102.00,7663600,41.28
1998-02-13,102.69,103.62,102.38,102.38,4488200,41.43
1998-02-12,101.88,103.25,101.56,102.88,7253600,41.64
1998-02-11,101.62,103.25,101.50,102.69,8415000,41.56
1998-02-10,98.06,102.44,97.50,100.88,16328600,40.83
1998-02-09,98.12,99.62,98.00,98.00,6896800,39.66
1998-02-06,99.12,99.62,97.75,98.00,8165000,39.66
1998-02-05,99.12,99.56,98.38,99.56,7553400,40.22
1998-02-04,99.12,99.81,98.06,98.31,8568600,39.71
1998-02-03,100.12,100.25,98.69,99.38,7171200,40.14
1998-02-02,100.00,101.25,100.00,100.56,6875400,40.62
1998-01-30,98.31,99.56,98.00,98.75,5800200,39.89
1998-01-29,97.00,99.31,97.00,98.19,8827200,39.66
1998-01-28,97.12,98.00,96.50,97.00,10384800,39.18
1998-01-27,96.75,97.88,95.62,96.50,14039400,38.98
1998-01-26,99.25,99.94,98.00,98.12,5615800,39.63
1998-01-23,99.81,100.00,98.94,99.19,7823000,40.06
1998-01-22,99.81,100.62,98.50,99.38,13167000,40.14
1998-01-21,100.25,102.00,99.62,100.12,27815600,40.44
1998-01-20,105.19,108.38,104.69,108.38,9941200,43.77
1998-01-16,104.88,105.19,104.50,105.00,8378200,42.41
1998-01-15,103.19,104.94,102.38,103.44,12643400,41.78
1998-01-14,103.50,104.00,101.25,102.62,8550800,41.45
1998-01-13,100.56,102.44,100.31,102.12,6829000,41.25
1998-01-12,98.25,101.12,97.50,100.12,12821400,40.44
1998-01-09,104.31,104.88,99.38,100.06,14365600,40.42
1998-01-08,103.50,105.50,102.94,104.19,8118800,42.08
1998-01-07,105.00,105.00,102.62,104.25,8616400,42.11
1998-01-06,105.38,107.19,105.06,105.25,7111200,42.51
1998-01-05,105.56,106.81,105.00,106.44,10034000,42.99
1998-01-02,104.50,105.75,104.06,105.62,5270000,42.66
1997-12-31,104.00,105.19,103.19,104.62,5473000,42.26
1997-12-30,103.69,105.50,102.94,103.12,7116000,41.65
1997-12-29,102.88,103.69,102.75,102.75,4614600,41.50
1997-12-26,99.38,101.75,99.25,101.69,2138200,41.07
1997-12-24,100.12,100.81,99.00,99.12,4120000,40.04
1997-12-23,102.44,104.12,98.62,98.62,5899200,39.84
1997-12-22,104.75,104.75,100.88,102.56,7745800,41.43
1997-12-19,99.25,102.94,97.00,102.12,13633400,41.25
1997-12-18,102.19,102.94,99.00,100.00,10335600,40.39
1997-12-17,105.00,105.50,101.88,102.00,8819600,41.20
1997-12-16,101.12,105.25,101.12,103.75,9175600,41.91
1997-12-15,101.50,101.94,97.00,100.88,11693800,40.75
1997-12-12,103.00,103.44,96.38,100.38,16173400,40.54
1997-12-11,103.00,103.94,101.38,101.62,14799600,41.05
1997-12-10,109.44,109.62,105.44,106.50,11480400,43.02
1997-12-09,111.50,112.25,110.00,110.38,7252000,44.58
1997-12-08,112.88,113.50,111.75,112.88,6174400,45.59
1997-12-05,109.50,112.88,109.00,112.25,6931000,45.34
1997-12-04,110.62,111.31,108.88,109.25,7182200,44.13
1997-12-03,110.50,111.62,109.00,110.38,9819600,44.58
1997-12-02,112.12,112.19,110.56,110.75,7056000,44.73
1997-12-01,110.00,113.31,109.88,112.56,11629400,45.47
1997-11-28,109.12,109.94,109.12,109.50,2965400,44.23
1997-11-26,107.50,109.88,107.38,109.75,9843800,44.33
1997-11-25,104.12,107.50,103.88,107.38,10226600,43.37
1997-11-24,104.94,105.75,103.00,103.12,6802400,41.65
1997-11-21,105.25,106.38,105.00,105.56,9496400,42.64
1997-11-20,104.06,105.00,103.25,104.75,6708200,42.31
1997-11-19,102.00,103.94,101.75,103.06,7349000,41.63
1997-11-18,103.69,104.38,102.00,102.12,6368800,41.25
1997-11-17,103.00,104.88,102.88,103.50,8990000,41.81
1997-11-14,99.94,102.06,99.12,101.50,9638800,41.00
1997-11-13,97.50,99.38,95.25,99.12,10340200,40.04
1997-11-12,98.38,99.50,96.50,96.62,8222200,39.03
1997-11-11,98.12,100.00,97.94,99.00,5628000,39.99
1997-11-10,100.75,100.81,97.62,97.69,7520200,39.46
1997-11-07,99.00,100.44,98.25,99.50,9054200,40.19
1997-11-06,102.62,103.19,101.06,101.06,6152200,40.82
1997-11-05,102.50,103.94,101.56,102.75,6508000,41.42
1997-11-04,101.12,102.75,100.94,101.94,6986400,41.09
1997-11-03,99.12,102.19,99.12,101.62,8669200,40.97
1997-10-31,98.38,99.19,96.56,98.50,7909200,39.71
1997-10-30,96.50,99.38,95.56,95.81,12780800,38.63
1997-10-29,100.00,102.25,97.88,98.25,17167600,39.61
1997-10-28,89.00,99.94,88.62,99.38,25117200,40.06
1997-10-27,97.25,98.62,89.88,90.00,14280400,36.28
1997-10-24,102.25,102.81,96.88,98.00,18452200,39.51
1997-10-23,102.00,103.88,100.06,100.38,13857800,40.46
1997-10-22,105.25,105.94,104.25,105.12,8678200,42.38
1997-10-21,101.62,105.38,101.00,105.19,17485200,42.40
1997-10-20,95.81,97.75,94.50,97.50,11458600,39.31
1997-10-17,98.12,98.88,95.25,95.44,14452400,38.47
1997-10-16,102.38,102.69,99.12,99.88,6745200,40.26
1997-10-15,102.12,102.88,101.38,101.69,5498400,40.99
1997-10-14,104.06,104.12,102.06,103.31,5266600,41.65
1997-10-13,105.50,105.50,104.06,104.50,1944200,42.13
1997-10-10,104.38,105.38,104.12,104.94,3287000,42.30
1997-10-09,104.31,105.81,104.19,104.62,4524000,42.18
1997-10-08,106.81,106.88,104.50,105.25,8195000,42.43
1997-10-07,106.50,107.12,105.94,106.81,8043000,43.06
1997-10-06,105.06,105.25,104.38,104.81,4900800,42.25
1997-10-03,106.88,107.25,103.50,104.31,8193600,42.05
1997-10-02,103.81,104.56,103.00,104.56,4485400,42.15
1997-10-01,106.12,106.44,103.19,103.50,7569200,41.72
1997-09-30,104.75,107.44,103.62,106.00,12472400,42.73
1997-09-29,102.38,105.12,102.00,105.00,5949200,42.33
1997-09-26,102.81,103.19,101.94,102.62,4256800,41.37
1997-09-25,101.69,103.00,101.19,101.62,4924000,40.97
1997-09-24,103.88,104.44,101.44,101.56,6121400,40.94
1997-09-23,104.06,105.00,102.75,103.25,8288400,41.62
1997-09-22,102.00,105.12,102.00,103.88,13878400,41.88
1997-09-19,98.94,99.62,98.31,99.25,6892400,40.01
1997-09-18,100.12,100.25,98.75,98.75,7457000,39.81
1997-09-17,100.25,101.25,99.00,99.62,6978800,40.16
1997-09-16,97.25,100.50,96.38,99.62,9599000,40.16
1997-09-15,98.12,99.19,96.12,96.25,5345600,38.80
1997-09-12,97.94,98.00,96.94,97.75,6588400,39.41
1997-09-11,97.00,98.38,96.50,98.00,11754600,39.51
1997-09-10,100.00,100.06,96.12,97.00,17162800,39.10
1997-09-09,103.00,104.00,100.00,100.00,11532200,40.31
1997-09-08,103.94,104.31,102.62,102.88,5166400,41.47
1997-09-05,104.94,105.25,103.56,103.62,5366400,41.77
1997-09-04,103.56,104.56,103.00,103.75,5027400,41.82
1997-09-03,103.81,105.12,103.50,103.56,7020600,41.75
1997-09-02,101.38,104.31,101.25,104.06,9086600,41.95
1997-08-29,100.56,102.88,100.47,101.38,7512000,40.87
1997-08-28,102.75,103.88,101.00,101.12,5700000,40.77
1997-08-27,103.19,104.81,102.50,103.88,5547000,41.88
1997-08-26,103.38,104.38,103.06,103.31,5977000,41.65
1997-08-25,106.38,107.00,104.50,105.00,4979600,42.33
1997-08-22,102.50,106.62,102.44,106.38,8856600,42.88
1997-08-21,107.50,107.94,105.25,105.75,6517600,42.63
1997-08-20,107.62,108.44,106.12,108.00,9093800,43.54
1997-08-19,104.75,108.00,104.25,107.94,9582800,43.51
1997-08-18,101.00,104.12,99.69,104.00,9949400,41.93
1997-08-15,103.31,104.50,99.88,99.94,9205200,40.29
1997-08-14,104.56,105.12,102.62,103.62,6767000,41.77
1997-08-13,105.81,106.00,102.75,104.38,10260000,42.08
1997-08-12,103.38,105.62,103.00,103.44,7009600,41.70
1997-08-11,104.75,105.31,103.00,103.00,6773000,41.52
1997-08-08,106.31,107.12,104.00,105.25,7673400,42.43
1997-08-07,108.50,109.25,106.88,107.38,6473800,43.29
1997-08-06,106.44,109.44,105.81,107.88,8324200,43.41
1997-08-05,106.50,107.94,106.50,106.50,5373000,42.85
1997-08-04,104.56,106.50,104.31,106.25,6082800,42.75
1997-08-01,105.50,105.94,103.31,104.75,8003600,42.15
1997-07-31,106.12,107.00,105.00,105.75,6884200,42.55
1997-07-30,102.88,106.00,102.88,106.00,8703000,42.65
1997-07-29,104.50,104.62,102.75,102.88,8638600,41.40
1997-07-28,106.50,106.88,104.81,105.00,6502400,42.25
1997-07-25,107.94,108.44,105.62,107.00,7330000,43.06
1997-07-24,105.62,108.44,104.50,107.81,10204400,43.38
1997-07-23,104.38,107.00,103.19,105.12,10994000,42.30
1997-07-22,100.50,103.50,99.38,103.00,18413800,41.45
1997-07-21,105.25,106.31,102.19,103.75,16409200,41.75
1997-07-18,100.00,105.25,100.00,104.50,23174200,42.05
1997-07-17,97.81,101.75,97.12,99.62,15775200,40.09
1997-07-16,95.75,98.00,95.38,97.62,10772000,39.28
1997-07-15,94.88,96.25,93.38,96.00,7480600,38.63
1997-07-14,95.62,96.44,94.00,95.25,6448800,38.33
1997-07-11,95.81,97.38,95.62,95.75,6886200,38.53
1997-07-10,94.69,96.19,94.06,95.75,6395000,38.53
1997-07-09,96.00,96.69,95.31,96.19,8863800,38.70
1997-07-08,94.50,95.75,94.50,95.75,5139800,38.53
1997-07-07,95.00,95.50,94.00,94.50,6450600,38.03
1997-07-03,94.88,95.12,94.31,94.81,6352200,38.15
1997-07-02,91.62,93.62,91.62,93.44,5357800,37.60
1997-07-01,90.25,92.25,90.12,91.81,5251600,36.94
1997-06-30,92.25,92.50,90.12,90.25,6787800,36.32
1997-06-27,91.25,92.00,91.19,91.25,4741200,36.72
1997-06-26,91.81,92.94,90.25,90.62,8155600,36.47
1997-06-25,91.88,93.75,91.38,91.88,9595000,36.97
1997-06-24,89.75,92.25,89.50,91.81,10665800,36.94
1997-06-23,89.88,91.38,87.62,87.75,9279000,35.31
1997-06-20,89.88,91.94,89.75,89.88,13644200,36.16
1997-06-19,89.12,90.75,89.12,89.62,6061000,36.06
1997-06-18,89.38,89.50,88.25,89.00,5808800,35.81
1997-06-17,89.75,90.75,89.00,89.88,7949800,36.16
1997-06-16,88.75,90.00,88.62,89.25,5338000,35.91
1997-06-13,88.25,89.75,88.12,89.00,8521800,35.81
1997-06-12,86.25,88.38,85.50,88.12,7590600,35.46
1997-06-11,86.25,87.38,86.12,87.12,6257200,35.06
1997-06-10,87.12,87.88,85.50,86.25,7624400,34.71
1997-06-09,86.00,87.62,85.62,86.88,7235000,34.96
1997-06-06,83.50,86.00,82.62,85.62,9164800,34.45
1997-06-05,84.00,84.88,82.12,82.88,7334000,33.35
1997-06-04,85.00,85.62,81.75,83.38,9134400,33.55
